County Name,State,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020
Union County,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,5,6,8,8,9,10,10,10,12,13
Van Buren County,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,7,10,13,17,17,18,19,19,20,20,20,20,21,21
Washington County,AR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,6,10,12,13,14,15,18,22,22,24,25,25,29,29
White County,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,6,6,9,11,15,22,23,23,25,27
Woodruff County,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Yell County,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Statewide Unallocated,CA,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Princess Cruise Ship,CA,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Alameda County,CA,1,2,2,3,3,4,4,7,7,15,18,27,31,35,45,65,106,122,124,135,163,220,256,270,283,313,359,396,443,537,566,588
Alpine County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Amador County,CA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
Butte County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,5,5,5,5,8,8,9,10,11,11,11,12
Calaveras County,CA,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,5
Colusa County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3
Contra Costa County,CA,3,3,9,9,10,10,10,25,29,29,34,39,41,42,46,51,61,71,86,108,131,151,168,175,187,222,250,276,307,353,386,417
Del Norte County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2
El Dorado County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,9,12,12,12,15,18,18,19,22,22,22,25
Fresno County,CA,0,0,1,1,1,1,1,1,2,2,2,2,3,3,6,6,6,13,18,19,27,31,43,43,53,68,82,94,100,103,108,124
Glenn County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2
Humboldt County,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,12,14,18,18,21,27,28,37,40,44,44,49
Imperial County,CA,0,0,0,0,0,16,16,0,0,0,0,2,2,4,4,6,6,6,9,9,17,21,25,25,33,33,43,50,55,55,65,68
Inyo County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,8,8,8,9,10,10,10,11,11
Kern County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,13,14,23,32,40,46,50,74,98,126,155,194,205,225,246
Kings County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,5,5,5,5
Lake County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lassen County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles County,CA,13,14,14,20,20,29,29,40,53,69,94,144,190,231,292,351,409,536,662,799,1216,1465,1804,2136,2474,3011,3518,4045,4566,5277,5940,6360
Madera County,CA,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,6,7,10,11,15,18,21,23,25,28,28,30,30,30
Marin County,CA,0,0,0,0,0,16,16,0,0,4,9,15,15,25,38,38,38,47,53,60,65,68,74,93,98,107,108,118,131,137,141,143
Mariposa County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mendocino County,CA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4
Merced County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,7,7,9,9,10,10,16,16,16,29,29
Modoc County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mono County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,6,8,11,13,13,13,18,18,19,19,19,19
Monterey County,CA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,20,24,24,24,27,32,32,36,40,42,53,57,62,62,63
Napa County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,14,15,18,18,20,20,20,22
Nevada County,CA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,4,4,4,4,17,18,21,26,26,30,31,31,32
Orange County,CA,3,3,3,5,5,6,6,13,14,17,22,29,42,53,65,78,95,125,152,187,256,321,403,431,464,502,606,656,711,786,834,882
Placer County,CA,5,5,5,7,7,7,7,7,8,8,8,8,9,9,9,12,12,20,26,30,30,41,44,53,57,67,78,90,97,101,103,106
Plumas County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3
Riverside County,CA,0,0,1,6,8,8,8,8,8,14,15,16,16,22,28,30,45,47,59,107,107,185,195,233,291,371,429,493,638,665,799,946
Sacramento County,CA,2,2,2,10,10,10,10,17,29,32,33,40,40,45,53,53,53,88,88,113,113,164,164,164,224,224,314,341,390,390,442,462
San Benito County,CA,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,6,6,7,9,9,14,14,14,17,21,23,23,23,23,23,30
San Bernardino County,CA,0,0,0,0,0,0,0,0,0,1,2,2,5,5,9,10,17,17,38,54,55,64,76,111,111,183,254,304,353,372,373,530
San Diego County,CA,3,3,3,3,3,3,3,8,8,39,53,58,75,89,120,148,194,230,242,297,341,417,488,519,603,734,849,966,1112,1209,1326,1404
San Francisco County,CA,2,9,9,15,15,18,18,23,28,37,40,43,51,70,84,84,108,131,152,178,223,279,308,340,374,397,434,450,497,529,568,583
San Joaquin County,CA,0,0,0,0,0,0,0,3,8,8,9,9,14,17,25,31,41,51,60,71,83,93,108,121,136,151,161,178,185,191,203,212
San Luis Obispo County,CA,0,0,0,0,0,16,16,0,0,0,3,6,7,13,16,21,27,33,42,46,54,59,67,71,77,80,83,89,93,93,95,95
San Mateo County,CA,2,2,2,9,15,15,15,20,32,32,41,64,80,97,110,110,117,142,161,165,195,239,274,277,309,309,388,453,486,538,555,579
Santa Barbara County,CA,0,0,0,0,0,0,0,0,0,1,1,1,3,8,9,13,18,18,24,26,42,47,64,68,88,99,111,111,152,168,174,192
Santa Clara County,CA,20,32,38,43,43,48,48,79,91,114,138,155,175,189,196,263,302,321,375,459,542,574,591,646,848,890,956,1019,1094,1148,1207,1224
Santa Cruz County,CA,0,0,0,2,2,2,2,7,7,7,9,13,13,14,15,15,15,22,24,25,32,34,39,44,45,49,54,57,59,62,69,71
Shasta County,CA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,6,6,7,11,11,12,20,21
Sierra County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siskiyou County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
Solano County,CA,0,0,0,3,6,6,6,6,6,7,8,8,8,10,10,14,14,21,24,31,34,34,34,34,43,49,54,61,73,73,73,88
Sonoma County,CA,1,1,1,3,3,3,3,3,3,5,6,6,8,9,21,23,25,29,34,39,41,41,54,57,73,85,91,95,100,105,107,115
Stanislaus County,CA,0,0,0,0,0,0,2,2,2,2,3,4,5,5,5,5,8,10,11,12,17,23,29,31,33,39,44,50,58,65,71,81
Sutter County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,6,6,9,10,14,14,16,16,16,18
Tehama County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Trinity County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulare County,CA,0,0,0,0,0,0,1,2,2,2,3,3,5,7,11,12,12,16,17,18,20,24,29,35,43,45,59,74,81,107,116,135
Tuolumne County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Ventura County,CA,0,0,0,1,1,2,2,3,4,4,4,10,13,17,19,26,30,35,39,50,61,61,98,109,126,149,160,177,189,203,221,226
Yolo County,CA,1,1,1,1,1,1,1,2,2,2,2,4,5,5,6,6,6,8,10,11,11,16,16,16,24,25,28,33,37,37,37,50
Yuba County,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,4,6,7,8,8,9,9,10,11
Statewide Unallocated,CO,0,0,0,0,0,0,0,2,2,3,32,4,4,13,20,1,1,5,18,18,102,136,167,186,160,129,139,144,158,211,258,276
Adams County,CO,0,0,0,0,0,0,2,3,6,5,5,8,8,10,12,14,18,25,27,38,50,71,95,110,152,181,212,260,294,320,354,367
Alamosa County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4
Arapahoe County,CO,0,0,0,2,2,3,3,7,10,15,15,18,18,22,29,40,45,58,69,88,119,155,204,241,288,333,381,441,500,552,608,652
Archuleta County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6
Baca County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,9,9,9,9,9
Bent County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boulder County,CO,0,0,0,0,0,0,0,0,0,3,3,8,8,11,16,30,37,39,49,51,66,76,84,90,100,107,114,132,143,154,177,189
Broomfield County and City,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,5,8,10,13,16,17,18,20,21,30,36,44,50,50
Chaffee County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,5,5,11,15,15,17,17,18,19,21,22,22
Cheyenne County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear Creek County,CO,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,6,6,6,6,6,6
Conejos County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costilla County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,3
Crowley County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Custer County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2
Delta County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,5
Denver County,CO,2,2,2,3,5,6,10,15,21,25,25,38,38,49,67,97,125,148,176,214,262,312,367,408,465,539,586,643,716,769,825,847
Dolores County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas County,CO,0,3,3,3,3,3,3,4,4,8,8,10,10,14,17,27,33,48,53,58,67,79,92,102,119,141,158,171,194,209,223,227
Eagle County,CO,0,0,0,2,3,4,11,16,20,24,24,34,34,51,61,74,80,92,96,120,147,170,182,187,213,227,295,314,333,333,339,355
Elbert County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,4,5,5,5,6,9,9,9
El Paso County,CO,0,1,1,1,1,1,1,2,3,4,4,6,6,15,27,37,51,69,106,122,137,160,184,214,245,286,314,340,374,406,435,441
Fremont County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3
Garfield County,CO,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,7,8,8,10,13,16,16,23,25,31,33,34,43,45,45,46,47
Gilpin County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
Gunnison County,CO,0,0,0,1,1,2,3,4,6,8,8,11,11,13,13,18,22,28,40,52,57,66,78,79,80,82,84,86,88,90,93,95
Hinsdale County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Huerfano County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jackson County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,CO,0,0,0,0,1,3,4,7,9,12,12,17,17,36,37,43,51,55,73,93,131,158,182,213,253,304,356,385,440,483,519,540
Kiowa County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kit Carson County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,4,4,5,5,5
Lake County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3
La Plata County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,13,17,21,21,23,23,24,25,25,29,32
Larimer County,CO,0,0,0,1,1,1,1,1,1,1,1,2,2,5,7,19,32,34,43,45,61,67,79,84,92,99,107,124,134,144,153,158
Las Animas County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Lincoln County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Logan County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,5,5,5,6,6,7,7,8,9,11
Mesa County,CO,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,5,5,6,7,7,11,12,14,14,17,20,20,22,25
Mineral County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2
Moffat County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3
Montezuma County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,6,8,8
Montrose County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,6,8,8,10,13,13,14,26,31,32,34
Morgan County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,4,4,4,4,4,5,7,7,16,17,19
Otero County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,4
Ouray County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Park County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,5,5
Phillips County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3
Pitkin County,CO,0,0,0,0,0,0,10,10,11,12,12,11,11,12,14,15,16,18,18,21,23,25,26,27,29,30,33,36,38,38,38,39
Prowers County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pueblo County,CO,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3,3,6,7,10,16,21,22,22,31,36,40,42
Rio Blanco County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Rio Grande County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,5,5,5,5,5,5
Routt County,CO,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,4,6,9,12,14,16,16,17,19,23,28,29,29,29
Saguache County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3
San Juan County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,7,9,9,10,10
Sedgwick County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summit County,CO,1,1,1,1,1,1,1,2,2,1,1,3,3,5,7,7,7,8,9,9,9,10,11,11,14,20,23,26,35,43,45,47
Teller County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,7,7,7,7,7,7,7,11,11,11,11
Washington County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Weld County,CO,0,0,0,0,0,0,0,2,3,5,5,5,5,9,15,21,37,50,76,87,107,129,161,180,215,255,293,329,379,424,470,504
Yuma County,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
Statewide Unallocated,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,77,185,174,218,241,222,264
Fairfield County,CT,0,0,0,1,1,2,4,5,15,16,29,48,69,102,122,140,208,270,384,546,607,752,908,1245,1445,1870,1986,2132,2717,2824,3050,3719
Hartford County,CT,0,0,0,0,0,0,0,0,1,3,4,7,11,18,29,35,54,61,88,116,138,189,228,276,330,393,469,539,679,726,751,882
Litchfield County,CT,0,0,0,0,1,1,1,3,3,4,4,5,5,7,8,11,12,13,22,33,44,52,65,87,113,121,131,141,173,182,197,230
Middlesex County,CT,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,6,8,8,15,18,25,28,38,50,56,66,74,91,100,110,135
New Haven County,CT,0,0,0,0,0,0,0,0,1,3,4,8,10,23,23,24,29,41,89,127,156,222,236,280,373,517,611,647,891,1024,1162,1468
New London County,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,6,9,13,15,19,20,24,27,29,29,40,57,57,65
Tolland County,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,14,16,19,27,33,33,37,40,50,56,61,67,79,91,94,103
Windham County,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,2,3,3,3,7,10,11,19,21,27,31,32,40
Statewide Unallocated,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent County,DE,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,5,9,10,14,14,21,25,25,27,34,41,43,54,68,86,128
New Castle County,DE,0,0,0,0,0,0,4,4,6,7,8,15,20,23,27,32,39,58,71,79,79,106,130,141,156,197,226,245,279,400,436,496
Sussex County,DE,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,8,12,20,23,26,26,38,59,66,81,88,101,105,117,125,151,159
Washington,DC,0,0,2,4,4,10,10,10,16,17,22,31,39,71,77,98,116,137,183,231,267,304,342,401,495,586,586,653,757,902,998,1097
Statewide Unallocated,FL,0,0,0,0,0,1,1,0,0,36,30,5,0,3,3,1,1,0,0,0,0,0,0,1,2,2,3,9,10,10,4,5
Alachua County,FL,0,0,0,0,1,1,1,1,1,1,2,6,7,11,21,25,35,36,37,46,53,60,68,72,80,87,92,95,110,115,123,133
Baker County,FL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3,4,5,5,7,7,8,8,9,9,11,11,11,12,13
Bay County,FL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,5,6,6,8,13,15,18,23,24,24
Bradford County,FL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,5,5,6,7,9
Brevard County,FL,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,7,9,12,14,20,27,30,32,37,47,49,62,72,79,92
Broward County,FL,0,2,2,4,4,7,11,20,36,36,39,55,80,96,151,164,217,263,311,412,505,631,820,1012,1137,1219,1348,1481,1598,1765,1886,2075
Calhoun County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3
Charlotte County,FL,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,0,8,16,16,20,24,26,38,43,46,47,55
Citrus County,FL,0,0,0,0,0,0,0,0,1,1,1,2,3,3,7,8,8,9,9,9,4,11,15,16,17,19,23,27,28,34,43,46
Clay County,FL,0,0,0,0,1,1,1,1,1,3,3,4,4,4,5,6,7,8,10,16,11,22,26,34,34,41,53,58,69,74,79,81
Collier County,FL,0,0,0,0,3,3,3,3,5,5,6,7,13,18,27,28,33,39,41,57,67,85,95,111,127,146,158,178,203,221,231,249
Columbia County,FL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,4,4,10,13,15
DeSoto County,FL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,6,7,7,7,7,7,8,9,11,12,14
Dixie County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Duval County,FL,0,0,0,0,1,1,1,1,4,4,5,10,14,15,15,25,39,50,50,60,60,99,120,142,163,207,239,286,323,387,413,478
Escambia County,FL,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,4,9,10,17,20,28,28,37,81,94,96,101,113,118,125,141
Flagler County,FL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,4,6,8,12,13,13,15,18,24,25,28,29,31,34
Franklin County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Gadsden County,FL,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,5
Gilchrist County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glades County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,4,4,4
Gulf County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Hamilton County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hardee County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
Hendry County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,4,5,6,7,9
Hernando County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,8,9,12,14,20,21,24,28,34,38,40,43,48
Highlands County,FL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,5,5,6,10,12,14,17,21,24,26,30,35,36
Hillsborough County,FL,1,1,1,1,1,2,2,2,4,4,5,9,14,20,42,47,58,75,91,123,151,174,206,225,272,305,362,404,463,497,536,575
Holmes County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Indian River County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,8,10,11,12,14,15,16,20,25,33,35,41,47,50,55,60
Jackson County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4
Jefferson County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Lafayette County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake County,FL,0,0,0,0,0,1,1,0,0,0,1,1,2,3,4,4,6,9,14,22,26,32,38,44,50,66,71,82,88,95,101,107
Lee County,FL,0,2,2,2,2,3,4,4,5,5,4,7,11,11,14,17,26,30,32,52,66,95,119,152,171,206,235,275,304,348,379,400
Leon County,FL,0,0,0,0,0,1,1,0,0,0,0,0,1,4,4,4,5,6,8,8,13,15,17,18,23,26,32,35,39,42,42,59
Levy County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,4,4
Liberty County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,10,11
Manatee County,FL,0,0,1,2,2,2,2,4,4,4,6,7,8,9,11,13,13,15,16,25,25,29,32,38,42,53,70,89,104,129,136,145
Marion County,FL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,4,4,5,5,9,18,22,23,25,30,33,38,42,50,55
